Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
3377436,2019-09-17,2019-09-17,Web,CT,Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4007271,2020-12-12,2020-12-12,Web,CA,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3386462,2019-09-25,2019-09-25,Fax,GA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3827405,2020-09-02,2020-09-02,Web,VA,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
4577951,2021-07-27,2021-07-27,Web,TN,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5111021,2022-01-14,2022-01-14,Web,MA,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
4125335,2021-02-08,2021-02-08,Web,MD,Checking or savings account,Other banking product or service,Opening an account,Unable to open an account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3784677,2020-08-07,2020-08-07,Web,TX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3561785,2020-03-09,2020-03-10,Referral,TX,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4493021,2021-06-25,2021-06-25,Web,FL,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3985468,2020-12-02,2020-12-02,Web,NY,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3290300,2019-06-28,2019-06-28,Referral,IL,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3871056,2020-09-29,2020-09-29,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3984797,2020-12-02,2020-12-02,Web,CA,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem using the card to withdraw money from an ATM,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4554148,2021-07-19,2021-07-19,Web,NY,Mortgage,Conventional home mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3373306,2019-09-13,2019-09-13,Web,NC,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3100468,2018-12-13,2018-12-14,Referral,IL,Checking or savings account,Checking account,Managing an account,Cashing a check,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3233906,2019-05-06,2019-05-06,Phone,MI,Checking or savings account,CD (Certificate of Deposit),Managing an account,Deposits or withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3233913,2019-05-06,2019-05-06,Web,MD,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3998697,2020-12-08,2020-12-08,Web,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4083234,2021-01-21,2021-01-21,Web,NJ,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6211620,2022-11-16,2022-11-16,Web,TX,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3865162,2020-09-23,2020-09-24,Referral,MD,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
4361228,2021-05-03,2021-05-07,Referral,CT,Checking or savings account,Checking account,Managing an account,Problem accessing account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
